,iter,epoch,training_loss,training_acc,val_loss,val_acc,unlabelled_count
0,0,1,0.6322494745254517,0.17229067676035542,0.4924067258834839,0.7439862542955327,tensor(157205)
1,0,2,0.4388252794742584,0.7554159619875976,0.4452316462993622,0.9022766323024055,tensor(157205)
2,0,3,0.3624073565006256,0.9019355185095702,0.44110700488090515,0.9024914089347079,tensor(157205)
3,0,4,0.33491724729537964,0.902391882097125,0.4562895596027374,0.9024914089347079,tensor(157205)
4,0,5,0.332306832075119,0.902391882097125,0.47708895802497864,0.9024914089347079,tensor(157205)
5,0,6,0.33997273445129395,0.902391882097125,0.4936525523662567,0.9024914089347079,tensor(157205)
6,0,7,0.34879380464553833,0.902391882097125,0.5015444755554199,0.9024914089347079,tensor(157205)
7,0,8,0.3541005551815033,0.902391882097125,0.49997401237487793,0.9024914089347079,tensor(157205)
8,0,9,0.35441046953201294,0.902391882097125,0.49025964736938477,0.9024914089347079,tensor(157205)
9,0,10,0.3500975966453552,0.902391882097125,0.4745478332042694,0.9024914089347079,tensor(157205)
10,0,11,0.3424425721168518,0.902391882097125,0.45535677671432495,0.9024914089347079,tensor(157205)
11,0,12,0.33294498920440674,0.902391882097125,0.43497222661972046,0.9024914089347079,tensor(157205)
12,0,13,0.322976678609848,0.902391882097125,0.41503140330314636,0.9024914089347079,tensor(157205)
13,0,14,0.31357789039611816,0.902391882097125,0.396577924489975,0.9024914089347079,tensor(157205)
14,0,15,0.3054521977901459,0.902391882097125,0.38028237223625183,0.9024914089347079,tensor(157205)
15,0,16,0.29900193214416504,0.902391882097125,0.36641043424606323,0.9024914089347079,tensor(157205)
16,0,17,0.2942992150783539,0.902391882097125,0.3549599051475525,0.9024914089347079,tensor(157205)
17,0,18,0.2910970449447632,0.902391882097125,0.3453948199748993,0.9024914089347079,tensor(157205)
18,0,19,0.28900346159935,0.902391882097125,0.3372820019721985,0.9035652920962199,tensor(157205)
19,0,20,0.2875063717365265,0.9024187270140399,0.33009570837020874,0.9052835051546392,tensor(157205)
20,0,21,0.2861487865447998,0.9025797965155298,0.3234076201915741,0.9054982817869416,tensor(157205)
21,0,22,0.2845349907875061,0.9028750906015945,0.3166327178478241,0.906786941580756,tensor(157205)
22,0,23,0.2823754847049713,0.9031435397707445,0.30947837233543396,0.907860824742268,tensor(157205)
23,0,24,0.27977585792541504,0.9035462135244692,0.3023277819156647,0.9082903780068728,tensor(157205)
24,0,25,0.277349054813385,0.903734127942874,0.2956027388572693,0.9082903780068728,tensor(157205)
25,0,26,0.27430859208106995,0.9038683525274489,0.2895672619342804,0.9080756013745704,tensor(157205)
26,0,27,0.2707444727420807,0.903814662693619,0.2845754623413086,0.907860824742268,tensor(157205)
27,0,28,0.26703551411628723,0.9035999033582991,0.28091636300086975,0.9072164948453608,tensor(157205)
28,0,29,0.2635226249694824,0.9033314541891493,0.27855753898620605,0.9074312714776632,tensor(157205)
29,0,30,0.2605668008327484,0.9032240745214893,0.2769615948200226,0.9072164948453608,tensor(157205)
30,0,31,0.2585159242153168,0.9030898499369144,0.27600082755088806,0.9070017182130584,tensor(157205)
31,0,32,0.25705039501190186,0.9029556253523395,0.27530422806739807,0.9074312714776632,tensor(157205)
32,0,33,0.2559530735015869,0.9029287804354246,0.2744240164756775,0.9072164948453608,tensor(157205)
33,0,34,0.2549344599246979,0.9029556253523395,0.27278223633766174,0.9072164948453608,tensor(157205)
34,0,35,0.25371450185775757,0.9030898499369144,0.2700258195400238,0.9076460481099656,tensor(157205)
35,0,36,0.2520821690559387,0.9032509194384043,0.26615074276924133,0.9076460481099656,tensor(157205)
36,0,37,0.2499810755252838,0.9036535931921291,0.26139333844184875,0.9089347079037801,tensor(157205)
37,0,38,0.24749477207660675,0.9041368016965987,0.2562391459941864,0.9091494845360825,tensor(157205)
38,0,39,0.24479952454566956,0.9051300636224531,0.32828468084335327,0.8981958762886598,tensor(157205)
39,0,40,0.24211448431015015,0.9064723094682022,0.5062399506568909,0.8984106529209622,tensor(157205)
40,0,41,0.2425798624753952,0.9074118815602266,0.25015488266944885,0.9112972508591065,tensor(157205)
41,0,42,0.2379525601863861,0.9085393680706558,0.25484752655029297,0.9125859106529209,tensor(157205)
42,0,43,0.2363327294588089,0.9088078172398056,0.2588809132575989,0.9138745704467354,tensor(157205)
43,0,44,0.2350345402956009,0.9091031113258704,0.2619462311267853,0.916881443298969,tensor(157205)
44,0,45,0.23375137150287628,0.9099621486671499,0.26358723640441895,0.9183848797250859,tensor(157205)
45,0,46,0.23259785771369934,0.9107138063407694,0.26395562291145325,0.9179553264604811,tensor(157205)
46,0,47,0.2311771959066391,0.9131835386969477,0.26315975189208984,0.9183848797250859,tensor(157205)
47,0,48,0.2295021265745163,0.9145257845426968,0.2612493634223938,0.9177405498281787,tensor(157205)
48,0,49,0.22756654024124146,0.9155458913854662,0.25812840461730957,0.9162371134020618,tensor(157205)
49,0,50,0.2253718376159668,0.9160022549730209,0.25393638014793396,0.9164518900343642,tensor(157205)
50,0,51,0.22322720289230347,0.9162170143083407,0.24924734234809875,0.9160223367697594,tensor(157205)
51,0,52,0.22100909054279327,0.9162170143083407,0.24418708682060242,0.9145189003436426,tensor(157205)
52,0,53,0.21878919005393982,0.9167002228128104,0.23924989998340607,0.9138745704467354,tensor(157205)
53,0,54,0.2167670875787735,0.9168344473973853,0.23442335426807404,0.914733676975945,tensor(157205)
54,0,55,0.21505199372768402,0.91729081098494,0.23041322827339172,0.9155927835051546,tensor(157205)
55,0,56,0.21339857578277588,0.9175324152371749,0.22721238434314728,0.9166666666666666,tensor(157205)
56,0,57,0.2117312252521515,0.9178545542401546,0.22465991973876953,0.916881443298969,tensor(157205)
57,0,58,0.21001918613910675,0.9186599017476041,0.2225702852010727,0.9166666666666666,tensor(157205)
58,0,59,0.20820415019989014,0.9191968000859038,0.22081880271434784,0.9164518900343642,tensor(157205)
59,0,60,0.20644338428974152,0.9192504899197337,0.2186327576637268,0.9162371134020618,tensor(157205)
